DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20060204,4-Feb-06,7,Saturday,Sábado,Samedi,4,35,5,February,Febrero,Février,2,1,2006,1,3,2006,2
20060205,5-Feb-06,1,Sunday,Domingo,Dimanche,5,36,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060206,6-Feb-06,2,Monday,Lunes,Lundi,6,37,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060207,7-Feb-06,3,Tuesday,Martes,Mardi,7,38,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060208,8-Feb-06,4,Wednesday,Miércoles,Mercredi,8,39,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060209,9-Feb-06,5,Thursday,Jueves,Jeudi,9,40,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060210,10-Feb-06,6,Friday,Viernes,Vendredi,10,41,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060211,11-Feb-06,7,Saturday,Sábado,Samedi,11,42,6,February,Febrero,Février,2,1,2006,1,3,2006,2
20060212,12-Feb-06,1,Sunday,Domingo,Dimanche,12,43,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060213,13-Feb-06,2,Monday,Lunes,Lundi,13,44,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060214,14-Feb-06,3,Tuesday,Martes,Mardi,14,45,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060215,15-Feb-06,4,Wednesday,Miércoles,Mercredi,15,46,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060216,16-Feb-06,5,Thursday,Jueves,Jeudi,16,47,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060217,17-Feb-06,6,Friday,Viernes,Vendredi,17,48,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060218,18-Feb-06,7,Saturday,Sábado,Samedi,18,49,7,February,Febrero,Février,2,1,2006,1,3,2006,2
20060219,19-Feb-06,1,Sunday,Domingo,Dimanche,19,50,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060220,20-Feb-06,2,Monday,Lunes,Lundi,20,51,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060221,21-Feb-06,3,Tuesday,Martes,Mardi,21,52,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060222,22-Feb-06,4,Wednesday,Miércoles,Mercredi,22,53,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060223,23-Feb-06,5,Thursday,Jueves,Jeudi,23,54,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060224,24-Feb-06,6,Friday,Viernes,Vendredi,24,55,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060225,25-Feb-06,7,Saturday,Sábado,Samedi,25,56,8,February,Febrero,Février,2,1,2006,1,3,2006,2
20060226,26-Feb-06,1,Sunday,Domingo,Dimanche,26,57,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060227,27-Feb-06,2,Monday,Lunes,Lundi,27,58,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060228,28-Feb-06,3,Tuesday,Martes,Mardi,28,59,9,February,Febrero,Février,2,1,2006,1,3,2006,2
20060301,1-Mar-06,4,Wednesday,Miércoles,Mercredi,1,60,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060302,2-Mar-06,5,Thursday,Jueves,Jeudi,2,61,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060303,3-Mar-06,6,Friday,Viernes,Vendredi,3,62,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060304,4-Mar-06,7,Saturday,Sábado,Samedi,4,63,9,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060305,5-Mar-06,1,Sunday,Domingo,Dimanche,5,64,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060306,6-Mar-06,2,Monday,Lunes,Lundi,6,65,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060307,7-Mar-06,3,Tuesday,Martes,Mardi,7,66,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060308,8-Mar-06,4,Wednesday,Miércoles,Mercredi,8,67,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060309,9-Mar-06,5,Thursday,Jueves,Jeudi,9,68,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060310,10-Mar-06,6,Friday,Viernes,Vendredi,10,69,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060311,11-Mar-06,7,Saturday,Sábado,Samedi,11,70,10,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060312,12-Mar-06,1,Sunday,Domingo,Dimanche,12,71,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060313,13-Mar-06,2,Monday,Lunes,Lundi,13,72,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060314,14-Mar-06,3,Tuesday,Martes,Mardi,14,73,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060315,15-Mar-06,4,Wednesday,Miércoles,Mercredi,15,74,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060316,16-Mar-06,5,Thursday,Jueves,Jeudi,16,75,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060317,17-Mar-06,6,Friday,Viernes,Vendredi,17,76,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060318,18-Mar-06,7,Saturday,Sábado,Samedi,18,77,11,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060319,19-Mar-06,1,Sunday,Domingo,Dimanche,19,78,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060320,20-Mar-06,2,Monday,Lunes,Lundi,20,79,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060321,21-Mar-06,3,Tuesday,Martes,Mardi,21,80,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060322,22-Mar-06,4,Wednesday,Miércoles,Mercredi,22,81,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060323,23-Mar-06,5,Thursday,Jueves,Jeudi,23,82,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060324,24-Mar-06,6,Friday,Viernes,Vendredi,24,83,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060325,25-Mar-06,7,Saturday,Sábado,Samedi,25,84,12,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060326,26-Mar-06,1,Sunday,Domingo,Dimanche,26,85,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060327,27-Mar-06,2,Monday,Lunes,Lundi,27,86,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060328,28-Mar-06,3,Tuesday,Martes,Mardi,28,87,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060329,29-Mar-06,4,Wednesday,Miércoles,Mercredi,29,88,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060330,30-Mar-06,5,Thursday,Jueves,Jeudi,30,89,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060331,31-Mar-06,6,Friday,Viernes,Vendredi,31,90,13,March,Marzo,Mars,3,1,2006,1,3,2006,2
20060401,1-Apr-06,7,Saturday,Sábado,Samedi,1,91,13,April,Abril,Avril,4,2,2006,1,4,2006,2
20060402,2-Apr-06,1,Sunday,Domingo,Dimanche,2,92,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060403,3-Apr-06,2,Monday,Lunes,Lundi,3,93,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060404,4-Apr-06,3,Tuesday,Martes,Mardi,4,94,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060405,5-Apr-06,4,Wednesday,Miércoles,Mercredi,5,95,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060406,6-Apr-06,5,Thursday,Jueves,Jeudi,6,96,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060407,7-Apr-06,6,Friday,Viernes,Vendredi,7,97,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060408,8-Apr-06,7,Saturday,Sábado,Samedi,8,98,14,April,Abril,Avril,4,2,2006,1,4,2006,2
20060409,9-Apr-06,1,Sunday,Domingo,Dimanche,9,99,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060410,10-Apr-06,2,Monday,Lunes,Lundi,10,100,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060411,11-Apr-06,3,Tuesday,Martes,Mardi,11,101,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060412,12-Apr-06,4,Wednesday,Miércoles,Mercredi,12,102,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060413,13-Apr-06,5,Thursday,Jueves,Jeudi,13,103,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060414,14-Apr-06,6,Friday,Viernes,Vendredi,14,104,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060415,15-Apr-06,7,Saturday,Sábado,Samedi,15,105,15,April,Abril,Avril,4,2,2006,1,4,2006,2
20060416,16-Apr-06,1,Sunday,Domingo,Dimanche,16,106,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060417,17-Apr-06,2,Monday,Lunes,Lundi,17,107,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060418,18-Apr-06,3,Tuesday,Martes,Mardi,18,108,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060419,19-Apr-06,4,Wednesday,Miércoles,Mercredi,19,109,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060420,20-Apr-06,5,Thursday,Jueves,Jeudi,20,110,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060421,21-Apr-06,6,Friday,Viernes,Vendredi,21,111,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060422,22-Apr-06,7,Saturday,Sábado,Samedi,22,112,16,April,Abril,Avril,4,2,2006,1,4,2006,2
20060423,23-Apr-06,1,Sunday,Domingo,Dimanche,23,113,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060424,24-Apr-06,2,Monday,Lunes,Lundi,24,114,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060425,25-Apr-06,3,Tuesday,Martes,Mardi,25,115,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060426,26-Apr-06,4,Wednesday,Miércoles,Mercredi,26,116,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060427,27-Apr-06,5,Thursday,Jueves,Jeudi,27,117,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060428,28-Apr-06,6,Friday,Viernes,Vendredi,28,118,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060429,29-Apr-06,7,Saturday,Sábado,Samedi,29,119,17,April,Abril,Avril,4,2,2006,1,4,2006,2
20060430,30-Apr-06,1,Sunday,Domingo,Dimanche,30,120,18,April,Abril,Avril,4,2,2006,1,4,2006,2
20060501,1-May-06,2,Monday,Lunes,Lundi,1,121,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060502,2-May-06,3,Tuesday,Martes,Mardi,2,122,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060503,3-May-06,4,Wednesday,Miércoles,Mercredi,3,123,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060504,4-May-06,5,Thursday,Jueves,Jeudi,4,124,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060505,5-May-06,6,Friday,Viernes,Vendredi,5,125,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060506,6-May-06,7,Saturday,Sábado,Samedi,6,126,18,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060507,7-May-06,1,Sunday,Domingo,Dimanche,7,127,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060508,8-May-06,2,Monday,Lunes,Lundi,8,128,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060509,9-May-06,3,Tuesday,Martes,Mardi,9,129,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060510,10-May-06,4,Wednesday,Miércoles,Mercredi,10,130,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060511,11-May-06,5,Thursday,Jueves,Jeudi,11,131,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060512,12-May-06,6,Friday,Viernes,Vendredi,12,132,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060513,13-May-06,7,Saturday,Sábado,Samedi,13,133,19,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060514,14-May-06,1,Sunday,Domingo,Dimanche,14,134,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060515,15-May-06,2,Monday,Lunes,Lundi,15,135,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060516,16-May-06,3,Tuesday,Martes,Mardi,16,136,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060517,17-May-06,4,Wednesday,Miércoles,Mercredi,17,137,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060518,18-May-06,5,Thursday,Jueves,Jeudi,18,138,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060519,19-May-06,6,Friday,Viernes,Vendredi,19,139,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060520,20-May-06,7,Saturday,Sábado,Samedi,20,140,20,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060521,21-May-06,1,Sunday,Domingo,Dimanche,21,141,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060522,22-May-06,2,Monday,Lunes,Lundi,22,142,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060523,23-May-06,3,Tuesday,Martes,Mardi,23,143,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060524,24-May-06,4,Wednesday,Miércoles,Mercredi,24,144,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060525,25-May-06,5,Thursday,Jueves,Jeudi,25,145,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060526,26-May-06,6,Friday,Viernes,Vendredi,26,146,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060527,27-May-06,7,Saturday,Sábado,Samedi,27,147,21,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060528,28-May-06,1,Sunday,Domingo,Dimanche,28,148,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060529,29-May-06,2,Monday,Lunes,Lundi,29,149,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060530,30-May-06,3,Tuesday,Martes,Mardi,30,150,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060531,31-May-06,4,Wednesday,Miércoles,Mercredi,31,151,22,May,Mayo,Mai,5,2,2006,1,4,2006,2
20060601,1-Jun-06,5,Thursday,Jueves,Jeudi,1,152,22,June,Junio,Juin,6,2,2006,1,4,2006,2
20060602,2-Jun-06,6,Friday,Viernes,Vendredi,2,153,22,June,Junio,Juin,6,2,2006,1,4,2006,2
20060603,3-Jun-06,7,Saturday,Sábado,Samedi,3,154,22,June,Junio,Juin,6,2,2006,1,4,2006,2
20060604,4-Jun-06,1,Sunday,Domingo,Dimanche,4,155,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060605,5-Jun-06,2,Monday,Lunes,Lundi,5,156,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060606,6-Jun-06,3,Tuesday,Martes,Mardi,6,157,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060607,7-Jun-06,4,Wednesday,Miércoles,Mercredi,7,158,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060608,8-Jun-06,5,Thursday,Jueves,Jeudi,8,159,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060609,9-Jun-06,6,Friday,Viernes,Vendredi,9,160,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060610,10-Jun-06,7,Saturday,Sábado,Samedi,10,161,23,June,Junio,Juin,6,2,2006,1,4,2006,2
20060611,11-Jun-06,1,Sunday,Domingo,Dimanche,11,162,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060612,12-Jun-06,2,Monday,Lunes,Lundi,12,163,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060613,13-Jun-06,3,Tuesday,Martes,Mardi,13,164,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060614,14-Jun-06,4,Wednesday,Miércoles,Mercredi,14,165,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060615,15-Jun-06,5,Thursday,Jueves,Jeudi,15,166,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060616,16-Jun-06,6,Friday,Viernes,Vendredi,16,167,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060617,17-Jun-06,7,Saturday,Sábado,Samedi,17,168,24,June,Junio,Juin,6,2,2006,1,4,2006,2
20060618,18-Jun-06,1,Sunday,Domingo,Dimanche,18,169,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060619,19-Jun-06,2,Monday,Lunes,Lundi,19,170,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060620,20-Jun-06,3,Tuesday,Martes,Mardi,20,171,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060621,21-Jun-06,4,Wednesday,Miércoles,Mercredi,21,172,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060622,22-Jun-06,5,Thursday,Jueves,Jeudi,22,173,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060623,23-Jun-06,6,Friday,Viernes,Vendredi,23,174,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060624,24-Jun-06,7,Saturday,Sábado,Samedi,24,175,25,June,Junio,Juin,6,2,2006,1,4,2006,2
20060625,25-Jun-06,1,Sunday,Domingo,Dimanche,25,176,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060626,26-Jun-06,2,Monday,Lunes,Lundi,26,177,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060627,27-Jun-06,3,Tuesday,Martes,Mardi,27,178,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060628,28-Jun-06,4,Wednesday,Miércoles,Mercredi,28,179,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060629,29-Jun-06,5,Thursday,Jueves,Jeudi,29,180,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20060630,30-Jun-06,6,Friday,Viernes,Vendredi,30,181,26,June,Junio,Juin,6,2,2006,1,4,2006,2
20130401,1-Apr-13,2,Monday,Lunes,Lundi,1,91,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130402,2-Apr-13,3,Tuesday,Martes,Mardi,2,92,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130403,3-Apr-13,4,Wednesday,Miércoles,Mercredi,3,93,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130404,4-Apr-13,5,Thursday,Jueves,Jeudi,4,94,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130405,5-Apr-13,6,Friday,Viernes,Vendredi,5,95,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130406,6-Apr-13,7,Saturday,Sábado,Samedi,6,96,14,April,Abril,Avril,4,2,2013,1,4,2012,2
20130407,7-Apr-13,1,Sunday,Domingo,Dimanche,7,97,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130408,8-Apr-13,2,Monday,Lunes,Lundi,8,98,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130409,9-Apr-13,3,Tuesday,Martes,Mardi,9,99,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130410,10-Apr-13,4,Wednesday,Miércoles,Mercredi,10,100,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130411,11-Apr-13,5,Thursday,Jueves,Jeudi,11,101,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130412,12-Apr-13,6,Friday,Viernes,Vendredi,12,102,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130413,13-Apr-13,7,Saturday,Sábado,Samedi,13,103,15,April,Abril,Avril,4,2,2013,1,4,2012,2
20130414,14-Apr-13,1,Sunday,Domingo,Dimanche,14,104,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130415,15-Apr-13,2,Monday,Lunes,Lundi,15,105,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130416,16-Apr-13,3,Tuesday,Martes,Mardi,16,106,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130417,17-Apr-13,4,Wednesday,Miércoles,Mercredi,17,107,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130418,18-Apr-13,5,Thursday,Jueves,Jeudi,18,108,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130419,19-Apr-13,6,Friday,Viernes,Vendredi,19,109,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130420,20-Apr-13,7,Saturday,Sábado,Samedi,20,110,16,April,Abril,Avril,4,2,2013,1,4,2012,2
20130421,21-Apr-13,1,Sunday,Domingo,Dimanche,21,111,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130422,22-Apr-13,2,Monday,Lunes,Lundi,22,112,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130423,23-Apr-13,3,Tuesday,Martes,Mardi,23,113,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130424,24-Apr-13,4,Wednesday,Miércoles,Mercredi,24,114,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130425,25-Apr-13,5,Thursday,Jueves,Jeudi,25,115,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130426,26-Apr-13,6,Friday,Viernes,Vendredi,26,116,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130427,27-Apr-13,7,Saturday,Sábado,Samedi,27,117,17,April,Abril,Avril,4,2,2013,1,4,2012,2
20130428,28-Apr-13,1,Sunday,Domingo,Dimanche,28,118,18,April,Abril,Avril,4,2,2013,1,4,2012,2
20130429,29-Apr-13,2,Monday,Lunes,Lundi,29,119,18,April,Abril,Avril,4,2,2013,1,4,2012,2
20130430,30-Apr-13,3,Tuesday,Martes,Mardi,30,120,18,April,Abril,Avril,4,2,2013,1,4,2012,2
20130501,1-May-13,4,Wednesday,Miércoles,Mercredi,1,121,18,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130502,2-May-13,5,Thursday,Jueves,Jeudi,2,122,18,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130503,3-May-13,6,Friday,Viernes,Vendredi,3,123,18,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130504,4-May-13,7,Saturday,Sábado,Samedi,4,124,18,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130505,5-May-13,1,Sunday,Domingo,Dimanche,5,125,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130506,6-May-13,2,Monday,Lunes,Lundi,6,126,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130507,7-May-13,3,Tuesday,Martes,Mardi,7,127,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130508,8-May-13,4,Wednesday,Miércoles,Mercredi,8,128,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130509,9-May-13,5,Thursday,Jueves,Jeudi,9,129,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130510,10-May-13,6,Friday,Viernes,Vendredi,10,130,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130511,11-May-13,7,Saturday,Sábado,Samedi,11,131,19,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130512,12-May-13,1,Sunday,Domingo,Dimanche,12,132,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130513,13-May-13,2,Monday,Lunes,Lundi,13,133,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130514,14-May-13,3,Tuesday,Martes,Mardi,14,134,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130515,15-May-13,4,Wednesday,Miércoles,Mercredi,15,135,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130516,16-May-13,5,Thursday,Jueves,Jeudi,16,136,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130517,17-May-13,6,Friday,Viernes,Vendredi,17,137,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130518,18-May-13,7,Saturday,Sábado,Samedi,18,138,20,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130519,19-May-13,1,Sunday,Domingo,Dimanche,19,139,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130520,20-May-13,2,Monday,Lunes,Lundi,20,140,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130521,21-May-13,3,Tuesday,Martes,Mardi,21,141,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130522,22-May-13,4,Wednesday,Miércoles,Mercredi,22,142,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130523,23-May-13,5,Thursday,Jueves,Jeudi,23,143,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130524,24-May-13,6,Friday,Viernes,Vendredi,24,144,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130525,25-May-13,7,Saturday,Sábado,Samedi,25,145,21,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130526,26-May-13,1,Sunday,Domingo,Dimanche,26,146,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130527,27-May-13,2,Monday,Lunes,Lundi,27,147,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130528,28-May-13,3,Tuesday,Martes,Mardi,28,148,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130529,29-May-13,4,Wednesday,Miércoles,Mercredi,29,149,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130530,30-May-13,5,Thursday,Jueves,Jeudi,30,150,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130531,31-May-13,6,Friday,Viernes,Vendredi,31,151,22,May,Mayo,Mai,5,2,2013,1,4,2012,2
20130601,1-Jun-13,7,Saturday,Sábado,Samedi,1,152,22,June,Junio,Juin,6,2,2013,1,4,2012,2
20130602,2-Jun-13,1,Sunday,Domingo,Dimanche,2,153,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130603,3-Jun-13,2,Monday,Lunes,Lundi,3,154,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130604,4-Jun-13,3,Tuesday,Martes,Mardi,4,155,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130605,5-Jun-13,4,Wednesday,Miércoles,Mercredi,5,156,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130606,6-Jun-13,5,Thursday,Jueves,Jeudi,6,157,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130607,7-Jun-13,6,Friday,Viernes,Vendredi,7,158,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130608,8-Jun-13,7,Saturday,Sábado,Samedi,8,159,23,June,Junio,Juin,6,2,2013,1,4,2012,2
20130609,9-Jun-13,1,Sunday,Domingo,Dimanche,9,160,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130610,10-Jun-13,2,Monday,Lunes,Lundi,10,161,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130611,11-Jun-13,3,Tuesday,Martes,Mardi,11,162,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130612,12-Jun-13,4,Wednesday,Miércoles,Mercredi,12,163,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130613,13-Jun-13,5,Thursday,Jueves,Jeudi,13,164,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130614,14-Jun-13,6,Friday,Viernes,Vendredi,14,165,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130615,15-Jun-13,7,Saturday,Sábado,Samedi,15,166,24,June,Junio,Juin,6,2,2013,1,4,2012,2
20130616,16-Jun-13,1,Sunday,Domingo,Dimanche,16,167,25,June,Junio,Juin,6,2,2013,1,4,2012,2
